id_deputado,deputado,presencas,votacoes_participadas,ganho_por_dia_trabalhado,ganho_por_votacao_participada
204449,Nelson Barbudo,268,1505,171.6417910447761,30.564784053156146
204450,Doutor Luizinho,252,1573,182.53968253968253,29.243483788938335
204451,,233,1472,197.42489270386267,31.25
204452,,227,1516,202.6431718061674,30.34300791556728
204453,Natália Bonavides,348,1877,132.183908045977,24.507192328183272
204454,,174,1163,264.367816091954,39.55288048151333
204455,Luiz Lima,359,2191,128.13370473537606,20.994979461433136
204456,Gutemberg Reis,336,1741,136.9047619047619,26.421596783457783
204457,Juninho do Pneu,325,1706,141.53846153846155,26.963657678780773
204458,,212,1262,216.9811320754717,36.450079239302696
204459,Daniela do Waguinho,302,1701,152.31788079470198,27.04291593180482
204460,Carlos Jordy,328,2054,140.2439024390244,22.395326192794546
204461,,230,1448,200.0,31.76795580110497
204462,Chris Tonietto,301,2220,152.82392026578074,20.72072072072072
204463,,103,726,446.6019417475728,63.36088154269972
204464,Talíria Petrone,245,1277,187.75510204081633,36.02192638997651
204465,,192,1111,239.58333333333334,41.40414041404141
204466,,208,1322,221.15384615384616,34.79576399394856
204467,,230,1376,200.0,33.43023255813954
204468,,229,1567,200.87336244541484,29.35545628589662
204469,,92,623,500.0,73.8362760834671
204471,,226,1308,203.53982300884957,35.16819571865443
204472,José Medeiros,340,2054,135.2941176470588,22.395326192794546
204473,General Girão,339,1972,135.69321533923303,23.32657200811359
204474,Juarez Costa,302,2030,152.31788079470198,22.660098522167488
204475,,187,1106,245.98930481283423,41.59132007233273
204476,,266,1564,172.93233082706766,29.41176470588235
204477,,230,1538,200.0,29.90897269180754
204478,,179,1090,256.98324022346367,42.20183486238532
204479,Nicoletti,332,2474,138.55421686746988,18.593371059013744
204480,Rogério Correia,353,1994,130.31161473087818,23.069207622868607
204481,Dr. Jaziel,318,1857,144.65408805031447,24.771136241249327
204482,Euclydes Pettersen,298,1558,154.36241610738256,29.525032092426187
204483,,231,1370,199.13419913419912,33.57664233576642
204484,,233,1665,197.42489270386267,27.62762762762763
204485,Luiz Carlos Motta,354,1864,129.94350282485877,24.678111587982833
204486,Mauro Benevides Filho,312,1735,147.43589743589743,26.512968299711815
204487,,179,986,256.98324022346367,46.65314401622718
204488,Célio Studart,337,1664,136.49851632047478,27.64423076923077
204489,Robério Monteiro,273,1587,168.4981684981685,28.985507246376812
204490,,229,1386,200.87336244541484,33.18903318903319
204491,Gilberto Abramo,344,1788,133.72093023255815,25.727069351230426
204492,Paulo Guedes,343,1887,134.11078717201167,24.377318494965554
204494,Fred Costa,303,1925,151.8151815181518,23.896103896103895
204495,Airton Faleiro,336,1832,136.9047619047619,25.109170305676855
204496,,253,1377,181.8181818181818,33.40595497458243
204497,Júnior Ferrari,352,1762,130.6818181818182,26.106696935300796
204498,Olival Marques,319,1885,144.20062695924764,24.40318302387268
204499,,226,1265,203.53982300884957,36.36363636363637
204500,,229,1448,200.87336244541484,31.76795580110497
204501,Alencar Santana,341,2429,134.89736070381232,18.937834499794153
204502,,220,1331,209.0909090909091,34.560480841472575
204503,,232,1519,198.27586206896552,30.283080974325213
204504,Cezinha de Madureira,330,2034,139.3939393939394,22.615535889872174
204505,,219,1241,210.0456621004566,37.0668815471394
204506,Marcos Pereira,303,1616,151.8151815181518,28.465346534653467
204507,Carla Zambelli,301,1579,152.82392026578074,29.132362254591513
204508,Igor Timo,322,1817,142.85714285714286,25.31645569620253
204509,,161,964,285.7142857142857,47.71784232365145
204510,,229,1388,200.87336244541484,33.14121037463977
204511,David Soares,315,1718,146.03174603174602,26.77532013969732
204512,Delegado Marcelo Freitas,341,2434,134.89736070381232,18.898931799506986
204513,,229,1315,200.87336244541484,34.98098859315589
204514,,228,1369,201.75438596491227,33.60116873630387
204515,André Janones,330,1991,139.3939393939394,23.103967855349072
204516,,233,1425,197.42489270386267,32.280701754385966
204517,Zé Vitor,323,1752,142.41486068111456,26.255707762557076
204518,Dr. Frederico,337,1826,136.49851632047478,25.191675794085434
204519,,229,1422,200.87336244541484,32.34880450070324
204520,Junio Amaral,332,1936,138.55421686746988,23.760330578512395
204521,,227,1296,202.6431718061674,35.49382716049383
204522,,266,1432,172.93233082706766,32.12290502793296
204523,,229,1379,200.87336244541484,33.35750543872371
204524,Pinheirinho,351,1846,131.05413105413106,24.918743228602384
204525,Rosana Valle,351,1833,131.05413105413106,25.095471903982542
204526,Luiz Philippe de Orleans e Bragança,348,1991,132.183908045977,23.103967855349072
204527,,201,1197,228.85572139303483,38.42940685045948
204528,Adriana Ventura,350,2193,131.42857142857142,20.975832193342452
204529,,223,1349,206.2780269058296,34.099332839140104
204530,,230,1365,200.0,33.6996336996337
204531,,229,1329,200.87336244541484,34.612490594431904
204532,,233,1389,197.42489270386267,33.117350611951046
204533,,308,1806,149.35064935064935,25.47065337763012
204534,Tabata Amaral,342,2336,134.50292397660817,19.69178082191781
204535,Sâmia Bomfim,322,2268,142.85714285714286,20.282186948853617
204536,Kim Kataguiri,340,2573,135.2941176470588,17.877963466770307
204537,,217,1358,211.9815668202765,33.87334315169367
204538,,209,1227,220.0956937799043,37.489812550937245
204539,Hercílio Coelho Diniz,274,2226,167.8832116788321,20.664869721473494
204540,Maria Rosas,324,1958,141.97530864197532,23.493360572012257
204541,,303,1964,151.8151815181518,23.421588594704684
204542,,219,1413,210.0456621004566,32.554847841472046
204544,,210,1221,219.04761904761904,37.67403767403768
204545,,228,1400,201.75438596491227,32.857142857142854
204546,,206,1261,223.3009708737864,36.47898493259318
204547,,197,1284,233.502538071066,35.82554517133956
204548,,226,1296,203.53982300884957,35.49382716049383
204549,AJ Albuquerque,335,1689,137.3134328358209,27.23505032563647
204550,Júnior Mano,290,1591,158.6206896551724,28.912633563796355
204551,,215,1231,213.95348837209303,37.36799350121852
204552,,115,782,400.0,58.8235294117647
204553,Pastor Sargento Isidório,339,1816,135.69321533923303,25.330396475770925
204554,,216,1177,212.96296296296296,39.082412914188616
204555,,230,1382,200.0,33.28509406657019
204556,,220,1248,209.0909090909091,36.85897435897436
204557,Sidney Leite,354,2403,129.94350282485877,19.14273824386184
204558,,220,1267,209.0909090909091,36.30623520126282
204559,Zé Neto,324,1823,141.97530864197532,25.233132199670873
204560,Adolfo Viana,305,1593,150.81967213114754,28.876333961079723
204561,,229,1476,200.87336244541484,31.165311653116532
204562,,225,1338,204.44444444444446,34.379671150971596
204563,Josimar Maranhãozinho,240,1131,191.66666666666666,40.671971706454464
204564,,191,1145,240.83769633507853,40.17467248908297
204565,,215,1321,213.95348837209303,34.8221044663134
204566,Marreca Filho,297,1805,154.88215488215488,25.484764542936286
204567,Raimundo Costa,334,1670,137.7245508982036,27.54491017964072
204569,,223,1703,206.2780269058296,27.011156782149147
204570,Pastor Gil,306,1667,150.32679738562092,27.594481103779245
204571,Alex Santana,335,1662,137.3134328358209,27.677496991576415
204572,Capitão Alberto Neto,348,2699,132.183908045977,17.043349388662467
204573,Otto Alencar Filho,351,1827,131.05413105413106,25.177887246852762
204574,Junior Lourenço,235,1100,195.74468085106383,41.81818181818182
204575,,220,1288,209.0909090909091,35.714285714285715
204576,,156,1050,294.87179487179486,43.80952380952381
205476,Charles Fernandes,346,1959,132.9479768786127,23.481368044920877
205535,,74,436,621.6216216216217,105.5045871559633
205548,,199,1202,231.15577889447235,38.26955074875208
205550,Jorge Braz,348,1720,132.183908045977,26.74418604651163
205863,,175,1012,262.85714285714283,45.45454545454545
205865,Reinhold Stephanes,257,1362,178.98832684824902,33.773861967694565
206018,Célia Xakriabá,108,649,425.9259259259259,70.87827426810478
206231,,186,1127,247.31182795698925,40.816326530612244
207176,,190,1116,242.10526315789474,41.21863799283154
207309,,100,737,460.0,62.41519674355495
208297,,15,73,3066.6666666666665,630.1369863013699
209189,Joseildo Ramos,338,1778,136.09467455621302,25.871766029246345
209787,Nikolas Ferreira,118,792,389.8305084745763,58.08080808080808
210989,Bruno Farias,107,614,429.9065420560748,74.9185667752443
211498,,1,4,46000.0,11500.0
211866,,14,54,3285.714285714286,851.8518518518518
212504,,11,34,4181.818181818182,1352.9411764705883
212625,,64,303,718.75,151.8151815181518
212749,,91,628,505.4945054945055,73.2484076433121
213274,,275,1710,167.27272727272728,26.900584795321638
213679,,43,380,1069.7674418604652,121.05263157894737
213762,Carla Dickson,217,1380,211.9815668202765,33.333333333333336
213854,,30,267,1533.3333333333333,172.28464419475657
213856,,31,282,1483.8709677419354,163.12056737588654
214445,,28,172,1642.857142857143,267.4418604651163
214477,,44,283,1045.4545454545455,162.5441696113074
214694,Jorge Goetten,135,989,340.74074074074076,46.51162790697674
214865,,16,121,2875.0,380.1652892561983
215042,,110,575,418.1818181818182,80.0
215043,Josivaldo JP,221,1033,208.1447963800905,44.53049370764763
215044,,114,668,403.50877192982455,68.8622754491018
215045,,97,520,474.22680412371136,88.46153846153847
215361,,2,13,23000.0,3538.4615384615386
216198,,8,25,5750.0,1840.0
216313,,9,26,5111.111111111111,1769.2307692307693
216544,,45,220,1022.2222222222222,209.0909090909091
216545,,11,45,4181.818181818182,1022.2222222222222
217036,,15,52,3066.6666666666665,884.6153846153846
217330,,39,169,1179.4871794871794,272.18934911242604
217480,,93,655,494.6236559139785,70.22900763358778
218086,Ely Santos,105,576,438.0952380952381,79.86111111111111
218245,,33,198,1393.939393939394,232.32323232323233
218741,,20,114,2300.0,403.50877192982455
218879,,27,176,1703.7037037037037,261.3636363636364
219568,,11,58,4181.818181818182,793.1034482758621
219585,,102,484,450.98039215686276,95.04132231404958
219592,,11,91,4181.818181818182,505.4945054945055
219599,,11,85,4181.818181818182,541.1764705882352
219920,,1,4,46000.0,11500.0
220008,,29,215,1586.2068965517242,213.95348837209303
220526,Gilvan da Federal,111,582,414.4144144144144,79.03780068728523
220527,Jack Rocha,124,575,370.96774193548384,80.0
220528,Dr. Victor Linhalis,112,952,410.7142857142857,48.319327731092436
220529,Gilson Daniel,124,944,370.96774193548384,48.728813559322035
220530,Messias Donato,123,589,373.9837398373984,78.09847198641766
220531,,109,455,422.0183486238532,101.0989010989011
220532,Rafael Prudente,119,460,386.5546218487395,100.0
220533,Prof. Reginaldo Veras,118,664,389.8305084745763,69.27710843373494
220534,Fred Linhares,123,621,373.9837398373984,74.07407407407408
220536,Zé Haroldo Cathedral,115,1016,400.0,45.275590551181104
220537,Helena Lima,100,372,460.0,123.65591397849462
220538,Albuquerque,113,578,407.07964601769913,79.58477508650519
220539,Defensor Stélio Dener,113,717,407.07964601769913,64.15620641562064
220540,Duda Ramos,112,463,410.7142857142857,99.35205183585313
220542,Alexandre Guimarães,101,427,455.44554455445547,107.72833723653396
220543,Ricardo Ayres,124,1003,370.96774193548384,45.86241276171486
220544,Antonio Andrade,115,469,400.0,98.08102345415779
220545,Filipe Martins,124,484,370.96774193548384,95.04132231404958
220546,Rodolfo Nogueira,124,922,370.96774193548384,49.891540130151846
220547,Marcos Pollon,120,1256,383.3333333333333,36.62420382165605
220548,Camila Jara,118,471,389.8305084745763,97.66454352441613
220549,Any Ortiz,120,519,383.3333333333333,88.6319845857418
220550,Mauricio Marcon,123,890,373.9837398373984,51.68539325842696
220551,Franciane Bayer,113,683,407.07964601769913,67.34992679355783
220552,Zucco,123,848,373.9837398373984,54.24528301886792
220553,Denise Pessôa,121,710,380.1652892561983,64.78873239436619
220554,Alexandre Lindenmeyer,113,502,407.07964601769913,91.63346613545816
220555,Daiana Santos,108,591,425.9259259259259,77.834179357022
220556,Ana Paula Lima,120,553,383.3333333333333,83.18264014466546
220557,Daniela Reinehr,123,689,373.9837398373984,66.76342525399129
220558,Zé Trovão,120,555,383.3333333333333,82.88288288288288
220559,Julia Zanatta,107,796,429.9065420560748,57.78894472361809
220560,Thiago de Joaldo,108,477,425.9259259259259,96.43605870020964
220561,Delegada Katarina,116,955,396.55172413793105,48.167539267015705
220563,Icaro de Valmir,98,454,469.38775510204084,101.3215859030837
220564,Yandra Moura,88,643,522.7272727272727,71.53965785381027
220565,Delegada Adriana Accorsi,118,514,389.8305084745763,89.49416342412451
220566,Lêda Borges,110,540,418.1818181818182,85.18518518518519
220567,Jeferson Rodrigues,97,349,474.22680412371136,131.8051575931232
220568,Gustavo Gayer,117,532,393.1623931623932,86.46616541353383
220569,Silvye Alves,112,438,410.7142857142857,105.0228310502283
220570,Dr. Ismael Alexandrino,114,619,403.50877192982455,74.31340872374798
220571,Daniel Agrobom,124,645,370.96774193548384,71.31782945736434
220572,Marussa Boldrin,122,632,377.04918032786884,72.78481012658227
220573,Dorinaldo Malafaia,99,519,464.64646464646466,88.6319845857418
220574,Cabo Gilberto Silva,124,1306,370.96774193548384,35.22205206738132
220575,,76,443,605.2631578947369,103.83747178329571
220576,Alfredo Gaspar,124,1077,370.96774193548384,42.71123491179201
220577,,104,504,442.3076923076923,91.26984126984127
220578,Josenildo,124,622,370.96774193548384,73.95498392282958
220579,,109,650,422.0183486238532,70.76923076923077
220580,,100,499,460.0,92.18436873747495
220581,Luciano Amaral,121,483,380.1652892561983,95.23809523809524
220582,Daniel Barbosa,99,476,464.64646464646466,96.63865546218487
220583,Delegado Fabio Costa,123,855,373.9837398373984,53.801169590643276
220584,Murilo Galdino,111,697,414.4144144144144,65.99713055954089
220585,Mersinho Lucena,103,607,446.6019417475728,75.7825370675453
220586,Rafael Brito,114,577,403.50877192982455,79.72270363951473
220587,,85,573,541.1764705882352,80.27923211169285
220588,Roberto Duarte,115,939,400.0,48.98828541001065
220589,Eduardo Velloso,102,418,450.98039215686276,110.04784688995215
220590,Coronel Ulysses,118,592,389.8305084745763,77.70270270270271
220591,Meire Serafim,113,439,407.07964601769913,104.78359908883827
220592,Zezinho Barbary,110,456,418.1818181818182,100.87719298245614
220593,,74,333,621.6216216216217,138.13813813813815
220594,Coronel Assis,122,844,377.04918032786884,54.502369668246445
220595,Coronel Fernanda,111,1026,414.4144144144144,44.83430799220273
220596,,60,274,766.6666666666666,167.8832116788321
220597,Thiago Flores,118,671,389.8305084745763,68.55439642324889
220598,Tarcísio Motta,119,886,386.5546218487395,51.918735891647856
220599,Marcelo Crivella,121,917,380.1652892561983,50.163576881134134
220600,,103,443,446.6019417475728,103.83747178329571
220601,,64,278,718.75,165.46762589928056
220602,Dimas Gadelha,123,540,373.9837398373984,85.18518518518519
220603,Dani Cunha,103,651,446.6019417475728,70.6605222734255
220604,Marcos Tavares,112,732,410.7142857142857,62.84153005464481
220605,Bandeira de Mello,120,547,383.3333333333333,84.09506398537476
220606,Reimont,117,723,393.1623931623932,63.623789764868604
220607,Max Lemos,122,599,377.04918032786884,76.79465776293823
220608,Cristiane Lopes,120,507,383.3333333333333,90.72978303747534
220609,Maurício Carvalho,118,566,389.8305084745763,81.2720848056537
220610,Dr. Fernando Máximo,113,538,407.07964601769913,85.50185873605948
220611,General Pazuello,117,665,393.1623931623932,69.17293233082707
220612,Bebeto,124,560,370.96774193548384,82.14285714285714
220613,Roberto Monteiro Pai,118,888,389.8305084745763,51.8018018018018
220614,,44,228,1045.4545454545455,201.75438596491227
220615,Pastor Henrique Vieira,122,787,377.04918032786884,58.449809402795424
220616,Luciano Vieira,111,458,414.4144144144144,100.43668122270742
220617,Murillo Gouvea,120,540,383.3333333333333,85.18518518518519
220618,Sargento Portugal,110,840,418.1818181818182,54.76190476190476
220619,Delegado Ramagem,124,1120,370.96774193548384,41.07142857142857
220620,Rosângela Reis,115,715,400.0,64.33566433566433
220621,Sargento Gonçalves,124,766,370.96774193548384,60.052219321148826
220622,Nely Aquino,123,611,373.9837398373984,75.28641571194763
220623,Duda Salabert,101,810,455.44554455445547,56.79012345679013
220624,Robinson Faria,120,733,383.3333333333333,62.755798090040926
220625,Delegada Ione,107,666,429.9065420560748,69.06906906906907
220626,Rafael Simoes,120,537,383.3333333333333,85.6610800744879
220627,,75,322,613.3333333333334,142.85714285714286
220628,Mauricio do Vôlei,113,489,407.07964601769913,94.06952965235173
220629,Dandara,113,486,407.07964601769913,94.65020576131687
220630,Pedro Aihara,118,978,389.8305084745763,47.034764826175866
220631,Samuel Viana,120,471,383.3333333333333,97.66454352441613
220632,Ana Pimentel,119,495,386.5546218487395,92.92929292929293
220633,Ricardo Salles,106,528,433.9622641509434,87.12121212121212
220634,,43,175,1069.7674418604652,262.85714285714283
220635,Bruno Ganem,113,424,407.07964601769913,108.49056603773585
220638,Antonio Carlos Rodrigues,124,687,370.96774193548384,66.95778748180494
220639,Guilherme Boulos,120,553,383.3333333333333,83.18264014466546
220640,Juliana Cardoso,115,533,400.0,86.30393996247655
220641,Rodrigo Gambale,119,482,386.5546218487395,95.4356846473029
220642,Delegado Bruno Lima,58,321,793.1034482758621,143.30218068535825
220644,Rosangela Moro,117,967,393.1623931623932,47.569803516028955
220645,Erika Hilton,98,445,469.38775510204084,103.37078651685393
220646,Felipe Becari,76,373,605.2631578947369,123.32439678284182
220647,Mauricio Neves,102,357,450.98039215686276,128.8515406162465
220648,Marangoni,112,731,410.7142857142857,62.92749658002736
220649,Delegado da Cunha,107,745,429.9065420560748,61.74496644295302
220650,Paulo Alexandre Barbosa,109,481,422.0183486238532,95.63409563409563
220651,Simone Marquetto,104,437,442.3076923076923,105.26315789473684
220652,Delegado Palumbo,119,650,386.5546218487395,70.76923076923077
220653,Fábio Teruel,118,497,389.8305084745763,92.5553319919517
220654,Delegado Paulo Bilynskyj,121,1018,380.1652892561983,45.18664047151277
220655,Mario Frias,118,538,389.8305084745763,85.50185873605948
220656,Fernanda Pessoa,116,820,396.55172413793105,56.09756097560975
220657,André Fernandes,109,515,422.0183486238532,89.32038834951456
220658,Luiz Gastão,119,1041,386.5546218487395,44.18828049951969
220659,Dayany Bittencourt,105,715,438.0952380952381,64.33566433566433
220660,Yury do Paredão,102,495,450.98039215686276,92.92929292929293
220661,Matheus Noronha,113,427,407.07964601769913,107.72833723653396
220662,Lucas Ramos,122,598,377.04918032786884,76.92307692307692
220663,Eriberto Medeiros,114,669,403.50877192982455,68.75934230194319
220664,Guilherme Uchoa,117,468,393.1623931623932,98.2905982905983
220665,Clarissa Tércio,104,410,442.3076923076923,112.1951219512195
220666,Coronel Meira,122,957,377.04918032786884,48.06687565308255
220667,Pedro Campos,112,880,410.7142857142857,52.27272727272727
220668,Maria Arraes,106,683,433.9622641509434,67.34992679355783
220669,Lula da Fonte,111,412,414.4144144144144,111.6504854368932
220670,Iza Arruda,113,508,407.07964601769913,90.55118110236221
220671,Dilvanda Faro,120,548,383.3333333333333,83.94160583941606
220672,Henderson Pinto,111,499,414.4144144144144,92.18436873747495
220673,Delegado Caveira,122,968,377.04918032786884,47.52066115702479
220674,Dra. Alessandra Haber,108,627,425.9259259259259,73.3652312599681
220675,Antônio Doido,110,423,418.1818181818182,108.74704491725768
220676,Andreia Siqueira,97,423,474.22680412371136,108.74704491725768
220677,Keniston Braga,120,464,383.3333333333333,99.13793103448276
220681,Fábio Macedo,86,350,534.8837209302326,131.42857142857142
220682,Tadeu Veneri,121,670,380.1652892561983,68.65671641791045
220683,Beto Richa,119,620,386.5546218487395,74.19354838709677
220684,Tião Medeiros,110,598,418.1818181818182,76.92307692307692
220685,Paulo Litro,112,444,410.7142857142857,103.6036036036036
220686,Duarte Jr.,123,1043,373.9837398373984,44.103547459252155
220687,Márcio Honaiser,99,597,464.64646464646466,77.05192629815745
220688,Dr. Francisco,124,593,370.96774193548384,77.57166947723441
220689,Detinha,86,317,534.8837209302326,145.11041009463722
220690,Capitão Alden,122,833,377.04918032786884,55.222088835534215
220691,Diego Coronel,111,774,414.4144144144144,59.43152454780362
220692,Dal Barreto,111,452,414.4144144144144,101.76991150442478
220693,Roberta Roma,110,461,418.1818181818182,99.78308026030369
220694,Ricardo Maia,120,467,383.3333333333333,98.50107066381156
220695,Rogéria Santos,116,498,396.55172413793105,92.36947791164658
220696,Ivoneide Caetano,119,484,386.5546218487395,95.04132231404958
220697,Jadyel Alencar,112,535,410.7142857142857,85.98130841121495
220698,,36,126,1277.7777777777778,365.07936507936506
220699,Castro Neto,110,555,418.1818181818182,82.88288288288288
220700,Florentino Neto,116,472,396.55172413793105,97.45762711864407
220701,Delegado Matheus Laiola,123,676,373.9837398373984,68.04733727810651
220702,Geraldo Mendes,85,333,541.1764705882352,138.13813813813815
220703,Neto Carletto,118,618,389.8305084745763,74.4336569579288
220704,Carol Dartora,106,587,433.9622641509434,78.36456558773425
220705,,25,219,1840.0,210.0456621004566
220706,Padovani,101,355,455.44554455445547,129.57746478873239
220707,Amanda Gentil,87,631,528.735632183908,72.90015847860539
220708,Gabriel Nunes,123,497,373.9837398373984,92.5553319919517
220712,Fausto Jr.,68,324,676.4705882352941,141.97530864197532
220713,,83,418,554.2168674698795,110.04784688995215
220714,Adail Filho,118,646,389.8305084745763,71.20743034055728
220715,Amom Mandel,106,604,433.9622641509434,76.15894039735099
221147,,1,4,46000.0,11500.0
221148,Alfredinho,123,491,373.9837398373984,93.68635437881873
221149,,1,4,46000.0,11500.0
221157,,1,4,46000.0,11500.0
221183,,1,4,46000.0,11500.0
221328,Adilson Barroso,116,466,396.55172413793105,98.71244635193133
221329,Ricardo Abrão,44,177,1045.4545454545455,259.88700564971754
221338,Professora Luciene Cavalcante,120,791,383.3333333333333,58.154235145385584
221339,,82,338,560.9756097560976,136.09467455621302
221378,,82,344,560.9756097560976,133.72093023255815
222142,,61,344,754.0983606557377,133.72093023255815
222429,Luis Carlos Gomes,117,518,393.1623931623932,88.8030888030888
223128,Rodrigo Estacho,114,417,403.50877192982455,110.31175059952038
223398,,12,57,3833.3333333333335,807.0175438596491
224117,Gabriel Mota,107,418,429.9065420560748,110.04784688995215
224333,Welter,104,503,442.3076923076923,91.45129224652088
225386,,13,61,3538.4615384615386,754.0983606557377
225727,,12,78,3833.3333333333335,589.7435897435897
225730,Enfermeira Ana Paula,43,209,1069.7674418604652,220.0956937799043
226075,,10,101,4600.0,455.44554455445547
226179,Gisela Simona,92,766,500.0,60.052219321148826
226410,,11,100,4181.818181818182,460.0
226553,,8,61,5750.0,754.0983606557377
226708,Allan Garcês,81,541,567.9012345679013,85.02772643253235
226837,Saulo Pedroso,81,421,567.9012345679013,109.26365795724466
227275,,12,100,3833.3333333333335,460.0
227310,,13,75,3538.4615384615386,613.3333333333334
227323,,8,62,5750.0,741.9354838709677
227324,,11,60,4181.818181818182,766.6666666666666
227370,,13,107,3538.4615384615386,429.9065420560748
227401,,11,74,4181.818181818182,621.6216216216217
227433,Douglas Viegas,65,252,707.6923076923077,182.53968253968253
227660,,61,293,754.0983606557377,156.9965870307167
227800,,15,88,3066.6666666666665,522.7272727272727
227991,,10,106,4600.0,433.9622641509434
228272,,9,39,5111.111111111111,1179.4871794871794
228616,,10,32,4600.0,1437.5
228797,,14,108,3285.714285714286,425.9259259259259
228837,,13,81,3538.4615384615386,567.9012345679013
228941,,11,68,4181.818181818182,676.4705882352941
229069,,12,59,3833.3333333333335,779.6610169491526
229082,,10,98,4600.0,469.38775510204084
229106,,14,124,3285.714285714286,370.96774193548384
229112,,15,77,3066.6666666666665,597.4025974025974
229225,,14,57,3285.714285714286,807.0175438596491
229259,,13,61,3538.4615384615386,754.0983606557377
229333,,15,108,3066.6666666666665,425.9259259259259
229432,Luiz Fernando Vampiro,38,236,1210.5263157894738,194.91525423728814
229585,,16,90,2875.0,511.1111111111111
229939,,14,94,3285.714285714286,489.36170212765956
230088,,8,22,5750.0,2090.909090909091
230177,,9,33,5111.111111111111,1393.939393939394
230762,Pastor Claudio Mariano,33,127,1393.939393939394,362.20472440944883
230764,,22,158,2090.909090909091,291.1392405063291
230765,Enfermeira Rejane,39,152,1179.4871794871794,302.63157894736844
230767,Rodrigo da Zaeli,39,220,1179.4871794871794,209.0909090909091
230768,Zé Adriano,36,146,1277.7777777777778,315.06849315068496
230957,João Cury,38,149,1210.5263157894738,308.7248322147651
231911,Lenir de Assis,27,52,1703.7037037037037,884.6153846153846
233592,Paulo Lemos,8,14,5750.0,3285.714285714286
233594,Rafael Fera,8,7,5750.0,6571.428571428572
233598,Samuel Santos,7,5,6571.428571428572,9200.0
